video_id,author,text,clean_text,source_channel,sentiment_label,sentiment_score,gold_label,gold_notes
OHGnsJYi4tQ,@sutanjambakcanelchannel4415,"Mas minta masukannya dong... Baget saya 3,8jt saya mau beli hp,bagus yang mana mas hp pengeluaran dari redmi realmi atau infinix.dengan fitur kamera yang layar terbaik batre yang tahan seharian   tidak panas bagus dan ketahanan yang terbaik dari 3 pabrikan ini  yang mana mas..",mas minta masukannya dong baget saya 3 8jt saya mau beli ponsel bagus yang mana mas ponsel pengeluaran dari redmi realmi atau infinix dengan fitur kamera yang layar terbaik baterai yang tahan seharian tidak panas bagus dan ketahanan yang terbaik dari 3 pabrikan ini yang mana mas,GadgeTin,negative,0.95,neutral,
OHGnsJYi4tQ,@dreamwalkeer,"6:06 tuh bahkan di studio david aja make ""shizuku"". wajib sih ini buat debloat yg aneh2 wkwkwk",6 06 tuh bahkan di studio david aja make shizuku wajib sih ini buat debloat yang aneh2 wkwkwk,GadgeTin,negative,0.7492138147,neutral,
OHGnsJYi4tQ,@babahvier,lebih mirip redmi note 9 tapi kamera digedein 😅😂,lebih mirip redmi note 9 tapi kamera digedein,GadgeTin,negative,0.9964197874,neutral,
OHGnsJYi4tQ,@hafenmacan4725,Kameranya kayak tempelan. Harusnya belajar dari motorola,kameranya kayak tempelan harusnya belajar dari motorola,GadgeTin,negative,0.9965968728,negative,
OHGnsJYi4tQ,@c_095_adityabagjapratama6,"Tapi HP aku kena cipretan air spiker bawahnya jadi mati, boro boro dicemplungin ke air bang🤣 
Btw HP gw redmi note 14 pro 5G bang",tapi ponsel aku kena cipretan air spiker bawahnya jadi mati boro boro dicemplungin ke air bang btw ponsel saya redmi note 14 pro 5g bang,GadgeTin,negative,0.6744318008,neutral,
OHGnsJYi4tQ,@Bolagila-j5x,Jelek desain kamera nya jadi g minat,jelek desain kamera nya jadi g minat,GadgeTin,negative,0.9995001554,negative,
OHGnsJYi4tQ,@heinrich5758,"Mau kek apa , kena siku keramik/tembok juga ancur",mau kek apa kena siku keramik tembok juga ancur,GadgeTin,negative,0.9957543612,neutral,
OHGnsJYi4tQ,@YayanSuryana-f4w,"Yg basik harganya gak kaya versi sebelumnya untuk ram dan memori yg sama

Saya milih versi sebelumnya aja lah😅",yang basik harganya tidak kaya versi sebelumnya untuk ram dan memori yang sama saya milih versi sebelumnya aja lah,GadgeTin,negative,0.9565894008,negative,
OHGnsJYi4tQ,@anjarryans_AR,"Design soal selera .. tapi untuk ini, kayaknya nunggu merk lain keluarin hp baru dulu😅",design soal selera tapi untuk ini kayaknya nunggu merk lain keluarin ponsel baru dulu,GadgeTin,negative,0.5402890444,negative,
OHGnsJYi4tQ,@dien_khaalish,"Saya pengguna redmi note 14 pro 5G, baru beli sebulan hp nya jatoh dari saku celana chino ke aspal, udah gytu kelindes mobil 1x sama motor 2x alhamdulillah aman 😅 trus sempat dibawa berenang ke pangandaran. Aman koq. Tp sayangnya rekam video 4K patah2 dikit.",saya pengguna redmi note 14 pro 5g baru beli sebulan ponsel nya jatoh dari saku celana chino ke aspal sudah gytu kelindes mobil 1x sama motor 2x alhamdulillah aman trus sempat dibawa berenang ke pangandaran aman koq tapi sayangnya rekam video 4k patah2 dikit,GadgeTin,negative,0.7651991248,neutral,
OHGnsJYi4tQ,@ShobanAlwi,Bang coba bandingkan sama realme 15 pro 5g,bang coba bandingkan sama realme 15 pro 5g,GadgeTin,negative,0.8831134439,neutral,
OHGnsJYi4tQ,@polygame7765,Seller indo pada gimmick,seller indo pada tipuan pemasaran,GadgeTin,negative,0.9947273135,neutral,
OHGnsJYi4tQ,@Ali_anwar-zp9rv,"Gak sukanyah hp nyah gak ada lubang hedset, gua udah 3thn pake redmi not 13 pro 5g, karena masih ada lubang hedsetnyah, karena hedset blutut suka cepet habis batrenyah.",tidak sukanyah ponsel nyah tidak ada lubang hedset saya sudah 3thn pake redmi not 13 pro 5g karena masih ada lubang hedsetnyah karena hedset blutut suka cepet habis batrenyah,GadgeTin,negative,0.6292665601,negative,
OHGnsJYi4tQ,@haloarii,Kameranya ga bisa biasa aja ya? 😔😔,kameranya tidak bisa biasa aja ya,GadgeTin,negative,0.9983458519,negative,
OHGnsJYi4tQ,@dikidrev,Gara gara harga ram 😢😢😢,gara gara harga ram,GadgeTin,negative,0.9988797307,neutral,
OHGnsJYi4tQ,@klipajee,kurang gede kameranya wkwkwk,kurang gede kameranya wkwkwk,GadgeTin,negative,0.9993005991,negative,
OHGnsJYi4tQ,@penjagamalampecintapagi9406,aaah ukurannya bgs ini,aah ukurannya bgs ini,GadgeTin,negative,0.9978063703,positive,
OHGnsJYi4tQ,@timidcatz,ini varian pro sama tenco camon 40 pro 5g mending mana,ini varian pro sama tenco camon 40 pro 5g mending mana,GadgeTin,negative,0.6569395065,neutral,
OHGnsJYi4tQ,@_hanief4328,kenapa makin kesini desain kamera belakang makin membagongkan ??,kenapa makin kesini desain kamera belakang makin membagongkan,GadgeTin,negative,0.974386692,negative,
OHGnsJYi4tQ,@efwinrahmadi9202,Pro plus ga di bahas padahal ada di meja,pro plus tidak di bahas padahal ada di meja,GadgeTin,negative,0.9973586202,neutral,
OHGnsJYi4tQ,@dikafaisal8941,note 13 pro 5g layarnya kalah sama batu,note 13 pro 5g layarnya kalah sama batu,GadgeTin,negative,0.9549704194,neutral,
OHGnsJYi4tQ,@rinjanihass760,"Guys minta saran dong.
Gw pake redmi note 10 pro dari 2022, Alhamdulillah sampe skrg cuma batrenya doang yg mulai agak² yaa.
Mendingan ganti note 14 apa note 15? Yg 15 ga suka model kameranya doang, segede itu risih bgt asli",guys minta saran dong saya pake redmi note 10 pro dari 2022 alhamdulillah sampe skrg cuma batrenya doang yang mulai agak yaa mendingan ganti note 14 apa note 15 yang 15 tidak suka model kameranya doang segede itu risih sangat asli,GadgeTin,negative,0.9988435507,neutral,
OHGnsJYi4tQ,@jampas67official,Bentuk kamera belakangnya jelek banget terlalu memaksakan 🙏,bentuk kamera belakangnya jelek sangat terlalu memaksakan,GadgeTin,negative,0.9993376136,negative,
OHGnsJYi4tQ,@bangkhan5554,Sumpah desain kameranya gak banget sih 😂,sumpah desain kameranya tidak sangat sih,GadgeTin,negative,0.9994320273,negative,
OHGnsJYi4tQ,@Senja_tipis,Kenapa sih modul kameranya redmi gde2 gaban,kenapa sih modul kameranya redmi gde2 gaban,GadgeTin,negative,0.9924765229,negative,
OHGnsJYi4tQ,@HerbianSadewo,Make redmi note 5 😢,make redmi note 5,GadgeTin,negative,0.5537923574,neutral,
OHGnsJYi4tQ,@aje294,Rencana mau beli akhir Minggu ini. Tp liat bentuknya jadi mikir 2x,rencana mau beli akhir minggu ini tapi liat bentuknya jadi mikir 2x,GadgeTin,negative,0.961984098,negative,
OHGnsJYi4tQ,@feynardzlee8061,"Bagiku tetap cari HP tuu kaya xiaomi:
- Dual sim + micro sd
- IR Blaster
- Speaker stereo
- Jack Audio 😊

Enggak tau kalau orang lain.",bagiku tetap cari ponsel tuu kaya xiaomi dual sim micro sd ir blaster speaker stereo jack audio enggak tau kalau orang lain,GadgeTin,negative,0.994915843,positive,
OHGnsJYi4tQ,@DindaPamungkas-n8f,"Note 15 pro plus cuma pake sd 7 gen 4 tapi harga udh mau 6jt , sedang iqoo neo 10 udh pake sd 8s gen 4 harga ny beda dikit tp spek nya d atas, buset dah",note 15 pro plus cuma pake sd 7 gen 4 tapi harga sudah mau 6jt sedang iqoo neo 10 sudah pake sd 8s gen 4 harga ny beda dikit tapi spek nya d atas terkejut dah,GadgeTin,negative,0.9868171811,neutral,
OHGnsJYi4tQ,@ArviansyahMuarifatSidiq,"Kenapa sih kamera nya 4 tungku kek kompor mana d tengah semua, sumpah klo kamera segede itu, pas lg megang posisi horizontal gk enak bgt pasti kamera nh kena jari jemari jd gk nyaman",kenapa sih kamera nya 4 tungku kek kompor mana d tengah semua sumpah kalau kamera segede itu pas lg megang posisi horizontal tidak enak sangat pasti kamera nh kena jari jemari jd tidak nyaman,GadgeTin,negative,0.9990209341,negative,
OHGnsJYi4tQ,@2MM225,"LIAT DISESN NYA ADUHH, 
PKE X3 PRO LIAT KAMERA BIKIN RISIH NIH LEBIH GEDE LAGI 😂",liat disesn nya aduhh pke x3 pro liat kamera bikin risih nih lebih gede lagi,GadgeTin,negative,0.9994724393,negative,
OHGnsJYi4tQ,@rizki.arek.lanang,"Masih setia pake redmi note 7
Bukan setia sih lebih terpaksa karna gapunya duit😂😂",masih setia pake redmi note 7 bukan setia sih lebih terpaksa karena gapunya duit,GadgeTin,negative,0.9992244244,neutral,
OHGnsJYi4tQ,@Henry-y3e3y,Disini belum ada yg jual. Rencana mau beli.,disini belum ada yang jual rencana mau beli,GadgeTin,neutral,0.9095634222,positive,
OHGnsJYi4tQ,@alyxska3663,masih pakai redmi not 10 pro🎉,masih pakai redmi not 10 pro,GadgeTin,neutral,0.9849864841,neutral,
OHGnsJYi4tQ,@EPICGUY-u8o,Masih pake note 5 pro d Thun 2017 😂😂😂😂 hp ghoib pada jamannya,masih pake note 5 pro d thun 2017 ponsel ghoib pada jamannya,GadgeTin,neutral,0.9774137139,neutral,
OHGnsJYi4tQ,@andrikwidiyarto7661,Mending ini apa poco x7 pro,mending ini apa poco x7 pro,GadgeTin,neutral,0.9897674918,neutral,
OHGnsJYi4tQ,@CeritaApil,Masih pakai note 8 pro bang😅,masih pakai note 8 pro bang,GadgeTin,neutral,0.6003931165,neutral,
OHGnsJYi4tQ,@iswantoja1841,Masih pakai redmi note 10.,masih pakai redmi note 10,GadgeTin,neutral,0.8256239891,neutral,
OHGnsJYi4tQ,@DWGadgets,Ralat dikit 13:50 maksimal 4K/30 di renot 15 Pro Saya lagi peggang hpnya,ralat dikit 13 50 maksimal 4k 30 di renot 15 pro saya lagi peggang hpnya,GadgeTin,neutral,0.9498296976,neutral,
OHGnsJYi4tQ,@AkhmadSyaifululum,Dan gw masih pake redmi not 8🗿,dan saya masih pake redmi not 8,GadgeTin,neutral,0.9982611537,neutral,
OHGnsJYi4tQ,@eshanhanif,Yang masih pake note 14 absenn dongh,yang masih pake note 14 absenn dongh,GadgeTin,neutral,0.9782424569,neutral,
OHGnsJYi4tQ,@ApexF1RacingID,Masih megang Redmi Note 12 Pro 5G & Redmi Note 8 Pro!,masih megang redmi note 12 pro 5g redmi note 8 pro,GadgeTin,neutral,0.9987056255,neutral,
OHGnsJYi4tQ,@rintosikumbang5337,Redmi note 10 pro masih aman walaupun ada penurunan baterai😊 wajar fator umur,redmi note 10 pro masih aman walaupun ada penurunan baterai wajar fator umur,GadgeTin,neutral,0.9965954423,neutral,
OHGnsJYi4tQ,@tiwulwonogiri9450,"Februari 2020 Review Mi Note 10: ""ngeluarin duit 7jt buat hp xiaomi itu mikir mikir.. ""

Januari 2026: ..........",februari 2020 review mi note 10 ngeluarin duit 7jt buat ponsel xiaomi itu mikir mikir januari 2026,GadgeTin,neutral,0.7532981634,neutral,
OHGnsJYi4tQ,@sapariparin3710,"Nungguin HP ini kelamaan, akhirnya ambil POCO M7 pro 5G , Oktober 2025",nungguin ponsel ini kelamaan akhirnya ambil poco m7 pro 5g oktober 2025,GadgeTin,neutral,0.973588407,neutral,
OHGnsJYi4tQ,@setiawan678,"Masih bertahan di desain redmi note 13po+, desain kamera besar di tengah kayak nggak banget",masih bertahan di desain redmi note 13po desain kamera besar di tengah kayak tidak sangat,GadgeTin,neutral,0.7607392669,negative,
OHGnsJYi4tQ,@riokw2017,Mungkin 2 atau 4 tahun lagi saya bakal nargetin ponsel ini atau penerusnya dah untuk gantikan Note 14 saya nanti.,mungkin 2 atau 4 tahun lagi saya bakal nargetin ponsel ini atau penerusnya dah untuk gantikan note 14 saya nanti,GadgeTin,neutral,0.900033772,positive,
OHGnsJYi4tQ,@kangsyarif_alkhusyaeni92,Redmi Note 15 Pro 5G sudah ada fitur video ganta / dual video blm?,redmi note 15 pro 5g sudah ada fitur video ganta dual video belum,GadgeTin,neutral,0.9985563159,neutral,
OHGnsJYi4tQ,@sandi.photography,Redmi note 11 pro 5G jatuh ke aspal dari motor... AMAN...,redmi note 11 pro 5g jatuh ke aspal dari motor aman,GadgeTin,neutral,0.9988921285,neutral,
OHGnsJYi4tQ,@Omaryer24,harga hp pada naik😢...daya beli apakah bakal naik,harga ponsel pada naik daya beli apakah bakal naik,GadgeTin,neutral,0.9962993264,neutral,
OHGnsJYi4tQ,@thefinality9,"Aku masih pake redmi note 10 5g, udh ganti batre juga😂",aku masih pake redmi note 10 5g sudah ganti baterai juga,GadgeTin,neutral,0.9986359477,neutral,
OHGnsJYi4tQ,@asiambaton7282,Redmi note 7 lawas nyimakk 😅,redmi note 7 lawas nyimakk,GadgeTin,neutral,0.6835952401,neutral,
OHGnsJYi4tQ,@SultanSultan-zz7dr,Minusnya di model camera ajh bang,minusnya di model camera ajh bang,GadgeTin,neutral,0.9977416992,negative,
OHGnsJYi4tQ,@dianbayunurhadi5106,Masih di redmi note 8 pro 😅,masih di redmi note 8 pro,GadgeTin,neutral,0.9964296222,neutral,
OHGnsJYi4tQ,@SlametManganDrumband,"apakah ini saatnya upgrade dari renot 10pro ke renot 15pro. 
dulu beli renot 10pro.. setelah nonton video nya mas David... trs ikutan preorder di toko offline... di official Xiaomi nya kehabisan 16:42",apakah ini saatnya upgrade dari renot 10pro ke renot 15pro dulu beli renot 10pro setelah nonton video nya mas david trs ikutan preorder di toko offline di official xiaomi nya kehabisan 16 42,GadgeTin,neutral,0.8424832225,neutral,
OHGnsJYi4tQ,@ayahrindu_kinanti,alumni Redmi Note 2 mana lagi? 😂,alumni redmi note 2 mana lagi,GadgeTin,neutral,0.862193644,neutral,
OHGnsJYi4tQ,@swaypo,Nonton pakai Redmi Note 14,nonton pakai redmi note 14,GadgeTin,neutral,0.997179985,neutral,
OHGnsJYi4tQ,@suketrambat6463,masih pakai redmi not 10 pro,masih pakai redmi not 10 pro,GadgeTin,neutral,0.9849864841,neutral,
OHGnsJYi4tQ,@mixobevindonesia3917,Aku nonton ini pake Xiaomi mi5 😊,aku nonton ini pake xiaomi mi5,GadgeTin,neutral,0.9163918495,neutral,
OHGnsJYi4tQ,@nisadnn3750,Ditunggu redmi15pro+nya kak❤,ditunggu redmi15pro nya kak,GadgeTin,neutral,0.5585564971,neutral,
OHGnsJYi4tQ,@igamamirullah6021,2026 masih bersama poco f1,2026 masih bersama poco f1,GadgeTin,neutral,0.9985274076,neutral,
OHGnsJYi4tQ,@littlewarrior2956,Masih di Renot 12 ❤🎉,masih di renot 12,GadgeTin,neutral,0.963347435,neutral,
OHGnsJYi4tQ,@latinamerica4396,Masih megang redmi note 11 pro 5g(<ga kepake 😂) ✌️😌,masih megang redmi note 11 pro 5g tidak kepake,GadgeTin,neutral,0.99172616,neutral,
OHGnsJYi4tQ,@Jellykucing,Masih pake note 13 Pro 5g bg hehehe 🤙,masih pake note 13 pro 5g bg hehehe,GadgeTin,neutral,0.8988776803,neutral,
OHGnsJYi4tQ,@gkxxy2833,masih pake redmi note 9😂❤,masih pake redmi note 9,GadgeTin,neutral,0.9430038929,neutral,
OHGnsJYi4tQ,@biannaruu,Selalu gagal redmi note series terbaru soal peletakan tata kamera belakang 😢😢,selalu gagal redmi note series terbaru soal peletakan tata kamera belakang,GadgeTin,neutral,0.7989836335,negative,
OHGnsJYi4tQ,@fijarmaulidanaantahady2282,kameranya kek dadu anjit,kameranya kek dadu anjit,GadgeTin,neutral,0.7358705997,negative,
OHGnsJYi4tQ,@samroniachmad2940,masih pake redmi note 8,masih pake redmi note 8,GadgeTin,neutral,0.9239282608,neutral,
OHGnsJYi4tQ,@wayahebangkit4546,Mau beli setelah lihat dompet jadi beli secun t seris aja,mau beli setelah lihat dompet jadi beli secun t seris aja,GadgeTin,neutral,0.9968812466,neutral,
OHGnsJYi4tQ,@orangdinginn,msh di Infinix hot 60 pro,msh di infinix hot 60 pro,GadgeTin,neutral,0.998295486,neutral,
OHGnsJYi4tQ,@Roronoa_Zoro-x7v,Knpa Mash design kompor empat tungku 😅,knpa mash design kompor empat tungku,GadgeTin,neutral,0.9947858453,negative,
OHGnsJYi4tQ,@anggerintro9419,Masih pakai redmi note 8 pro 😂,masih pakai redmi note 8 pro,GadgeTin,neutral,0.8801845908,neutral,
OHGnsJYi4tQ,@rakamajid1762,Poco x7 pro nyimak😂,poco x7 pro nyimak,GadgeTin,neutral,0.7029214501,neutral,
OHGnsJYi4tQ,@annisulana202,Review OPPO Reno 15 bang..bandingin sama Reno 14..,review oppo reno 15 bang bandingin sama reno 14,GadgeTin,neutral,0.7583656907,neutral,
OHGnsJYi4tQ,@yeyesemangat,Redmi note vs Vivo seri V pilih mna?,redmi note vs vivo seri v pilih mna,GadgeTin,neutral,0.9983232617,neutral,
OHGnsJYi4tQ,@Akun123-z8w3b,"Bang David,review Motorola Signature bang.Soalnya penasaran banget sama HP Motorola...😀😃😄😁",bang david review motorola signature bang soalnya penasaran sangat sama ponsel motorola,GadgeTin,neutral,0.9073960781,neutral,
OHGnsJYi4tQ,@PajarAprilliandi-ji1jy,2026 Masih pakai redmi note 11 🗿,2026 masih pakai redmi note 11,GadgeTin,neutral,0.9985086322,neutral,
OHGnsJYi4tQ,@jihanapriliandi4423,Nonton ini di Redmi note 14 pro 5G 😅,nonton ini di redmi note 14 pro 5g,GadgeTin,neutral,0.9984295964,neutral,
OHGnsJYi4tQ,@Simpam22,Cukup poco x3 nfc aja dl,cukup poco x3 nfc aja dl,GadgeTin,neutral,0.994517386,neutral,
OHGnsJYi4tQ,@morenonevata,Redmi note 10 pro nyimak 😂,redmi note 10 pro nyimak,GadgeTin,neutral,0.9847416282,neutral,
OHGnsJYi4tQ,@komangkarsana534,Nonton pakai redmi note 8 pro,nonton pakai redmi note 8 pro,GadgeTin,neutral,0.9959918857,neutral,
OHGnsJYi4tQ,@malihatulfaizah313,Kak mending mana note 14 5 G sama redmi note 15 5G?,kak mending mana note 14 5 g sama redmi note 15 5g,GadgeTin,positive,0.8874102235,neutral,
OHGnsJYi4tQ,@Mas_AR39,Masih redmi note 10 pro😊,masih redmi note 10 pro,GadgeTin,positive,0.9536125064,neutral,
OHGnsJYi4tQ,@drrp.6107,Redmi note 8 masih kuat tempurrr ❤,redmi note 8 masih kuat tempurr,GadgeTin,positive,0.6930570006,neutral,
OHGnsJYi4tQ,@made6834,"Masih setia mantengin chanel ini, nonton perkembangan hp terbaru n also the price too, cuman masih setia pakai hp jadulku..🤣🤣🤣",masih setia mantengin chanel ini nonton perkembangan ponsel terbaru n also the price too cuman masih setia pakai ponsel jadulku,GadgeTin,positive,0.9792249799,neutral,
OHGnsJYi4tQ,@abd_rofiqin,opo reno 15 pro max max spill donk,opo reno 15 pro max max spill donk,GadgeTin,positive,0.7402543426,neutral,
OHGnsJYi4tQ,@jarnofirmansyah3173,Pengguna redmi 13 pro 5g dah puas aku...next bulan ini harus note 15 pro 5g or plus.....,pengguna redmi 13 pro 5g dah puas aku next bulan ini harus note 15 pro 5g or plus,GadgeTin,positive,0.9808258414,neutral,
OHGnsJYi4tQ,@danyndhuablex9958,Masih setia dengan note 10,masih setia dengan note 10,GadgeTin,positive,0.9838821888,neutral,
OHGnsJYi4tQ,@Ary56art,Berarti gw beruntung masih pake redmi note 13 5G ram 8/256gb,berarti saya beruntung masih pake redmi note 13 5g ram 8 256gb,GadgeTin,positive,0.9969076514,neutral,
OHGnsJYi4tQ,@epnation2507,Masih setia sama redmi note 9pro😂,masih setia sama redmi note 9pro,GadgeTin,positive,0.9974201918,neutral,
OHGnsJYi4tQ,@ikohermansyah4150,"Kok di redmi resmi redmi note 15 biasa harganya murah 2,4 njiir",kok di redmi resmi redmi note 15 biasa harganya murah 2 4 njiir,GadgeTin,positive,0.8548431993,neutral,
OHGnsJYi4tQ,@abdullohmubarok4617,Masih setia di redmi note 9 pro 😂,masih setia di redmi note 9 pro,GadgeTin,positive,0.9778262377,neutral,
OHGnsJYi4tQ,@Anakelonmusk_99,Bg tolong rekomendasi hp sekarang yg kameranya bagus di harga 3-4 jt keperluan untuk buat konten,bg tolong rekomendasi ponsel sekarang yang kameranya bagus di harga 3 4 jt keperluan untuk buat konten,GadgeTin,positive,0.95,neutral,
OHGnsJYi4tQ,@whx5929,masih pake redmi note 10 pro😭,masih pake redmi note 10 pro,GadgeTin,positive,0.7460460067,neutral,
OHGnsJYi4tQ,@jhulchannel,Masih pakai note 9 pro 😂,masih pakai note 9 pro,GadgeTin,positive,0.8026478291,neutral,
OHGnsJYi4tQ,@azharfebrian225,Masih bertahan dengan redmi note 9 dna 10s...,masih bertahan dengan redmi note 9 dna 10s,GadgeTin,positive,0.9237257838,neutral,
OHGnsJYi4tQ,@rofiprayogo1819,Tetap pake redmi 13 pro 5g🎉,tetap pake redmi 13 pro 5g,GadgeTin,positive,0.6897510886,neutral,
OHGnsJYi4tQ,@NSyolehahhh,Masih setia dengan 10 pro 4g .. Berkat rekomendasi channel ini. 😁,masih setia dengan 10 pro 4g berkat rekomendasi channel ini,GadgeTin,positive,0.994222939,neutral,
OHGnsJYi4tQ,@oirahmawan-g8v8d,masih pake redmi note 10 pro 😢,masih pake redmi note 10 pro,GadgeTin,positive,0.7460460067,neutral,
OHGnsJYi4tQ,@emuplay_mobile,Aku masih bertahan di Redmi Note 9 Pro di tahun ini,aku masih bertahan di redmi note 9 pro di tahun ini,GadgeTin,positive,0.9425100684,neutral,
OHGnsJYi4tQ,@obbie616,Izin nih bro kalo di sandingin dengan Poco F7 dengan Resmi Note 15 Pro 5G worth it mana ya,izin nih teman kalau di sandingin dengan poco f7 dengan resmi note 15 pro 5g layak beli mana ya,GadgeTin,positive,0.95,neutral,
OHGnsJYi4tQ,@brianhutajulu8731,"Gw pemakai note 14 pro 5g, mmg durability nya bgs.. Sempet jatoh beberapa kali dan gw ga suka pake casing.. Masih mulus nih hp.. Klo di banding sama yg ini pasti lebih aman lg tuh note 15 pro.. Jd utk tipe org yg grusak grusuk takut hp jatoh ga sengaja.. Gw  recomended sih..",saya pemakai note 14 pro 5g mmg durability nya bgs sempet jatoh beberapa kali dan saya tidak suka pake casing masih mulus nih ponsel kalau di banding sama yang ini pasti lebih aman lg tuh note 15 pro jd utk tipe org yang grusak grusuk takut ponsel jatoh tidak sengaja saya recomended sih,GadgeTin,positive,0.840579927,neutral,
OHGnsJYi4tQ,@Erdinneslay,Gwa yg masih bertahan di redmi note 8 pro di pas jaman covid 😅untuk maen game2 ringan sangat masih recomen bangt😅,gwa yang masih bertahan di redmi note 8 pro di pas jaman covid untuk maen game2 ringan sangat masih recomen bangt,GadgeTin,positive,0.995778203,neutral,
OHGnsJYi4tQ,@OliverSykes-v9q,"Entah kenapa pas mau ambil redmi note 14 pro 5g awalnya sih gk peduli desainnya lebih mentingin spek di harganya yg worth it, tapi lama"" gue lihat malah seneng sama desain nya wkwkwk awalnya emang gk srek sih",entah kenapa pas mau ambil redmi note 14 pro 5g awalnya sih tidak peduli desainnya lebih mentingin spek di harganya yang layak beli tapi lama saya lihat malah seneng sama desain nya wkwkwk awalnya emang tidak srek sih,GadgeTin,positive,0.9592270851,neutral,
OHGnsJYi4tQ,@vivimeirina9241,Review Oppo Reno 15 Series lg Bang,review oppo reno 15 series lg bang,GadgeTin,positive,0.9986543655,neutral,
OHGnsJYi4tQ,@mas4W,"dulu redmi note 11, sekarang poco X7 pro, bener beda sih 😊 apalagi udah naik HOS 3 tampilan lebih smoot banget, selalu pantau bang david😊",dulu redmi note 11 sekarang poco x7 pro bener beda sih apalagi sudah naik hos 3 tampilan lebih smoot sangat selalu pantau bang david,GadgeTin,positive,0.9972923398,neutral,
OHGnsJYi4tQ,@JordyReynaldi-x5y,Masih bertahan pakai redmi note 14 4G 😅,masih bertahan pakai redmi note 14 4g,GadgeTin,positive,0.9760751128,neutral,
