video_id,author,text,like_count,published_at,source_channel,video_title,text_length,len_bucket,clean_text,sentiment_label,sentiment_score,polarity
OHGnsJYi4tQ,@onlyeln,mo se canggih apapun speknya liat bentukan kameranya langsung nggak bgt,113,2026-01-23T00:54:01Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,11,medium(6-13),mo se canggih apapun speknya liat bentukan kameranya langsung tidak sangat,negative,0.529337465763092,-1
OHGnsJYi4tQ,@raymonsugiyono1286,Semoga tahun ini bisa kebeli hape baru saat ini masih setia di redmi note 9pro udah lumutan layarnya njir,1,2026-02-02T05:28:26Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,19,long(14-30),semoga tahun ini bisa kebeli ponsel baru saat ini masih setia di redmi note 9pro sudah lumutan layarnya njir,positive,0.9727720022201538,1
OHGnsJYi4tQ,@nakiffulilmi2200,"Akhirnya Yang Di Tunggu"" Bang🎉",12,2026-01-22T09:18:29Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,5,short(3-5),akhirnya yang di tunggu bang,neutral,0.8100847005844116,0
OHGnsJYi4tQ,@ariesyana,"yes akhirnya layarnya udah flat, ini jelas durabilitynya meningkat, cari antigores sama casing jadi gampang",121,2026-01-22T10:09:51Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,15,long(14-30),yes akhirnya layarnya sudah flat ini jelas durabilitynya meningkat cari antigores sama casing jadi gampang,negative,0.7990131378173828,-1
OHGnsJYi4tQ,@XeioOng,0:40 ehem tanggal kembar,30,2026-01-22T13:36:11Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,4,short(3-5),0 40 ehem tanggal kembar,negative,0.997404158115387,-1
OHGnsJYi4tQ,@dreamwalkeer,"6:06 tuh bahkan di studio david aja make ""shizuku"". wajib sih ini buat debloat yg aneh2 wkwkwk",33,2026-01-24T07:44:46Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,17,long(14-30),6 06 tuh bahkan di studio david aja make shizuku wajib sih ini buat debloat yang aneh2 wkwkwk,negative,0.7492138147354126,-1
OHGnsJYi4tQ,@christianwijaya6906,Redmi Note Series dengan Pasukan Full Kamera Model Tungku Api😅ntah Senang atau Sedih,100,2026-01-22T10:30:46Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,13,medium(6-13),redmi note series dengan pasukan full kamera model tungku api ntah senang atau sedih,neutral,0.9900528788566589,0
OHGnsJYi4tQ,@nara1280128,"9:53 btw, sharp Aquos sense10 garansinya sampe 2 tahun, garansi terpanjang dari yg lain",4,2026-01-23T16:34:34Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,14,long(14-30),9 53 btw sharp aquos sense10 garansinya sampe 2 tahun garansi terpanjang dari yang lain,neutral,0.9587789177894592,0
OHGnsJYi4tQ,@wongan86,"Bentuk kameranya auto skip.
Msh pegang seri note 13 pro+ 5G",340,2026-01-22T09:25:28Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,11,medium(6-13),bentuk kameranya auto jangan beli msh pegang seri note 13 pro 5g,neutral,0.9882034659385681,0
OHGnsJYi4tQ,@andyruswandsanryo3552,Suka sih dengan improvisasi Xiaomi dalam sisi body build nya. Jadi balapan dengan poco f7 series.,2,2026-01-27T04:59:54Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,16,long(14-30),suka sih dengan improvisasi xiaomi dalam sisi body build nya jadi balapan dengan poco f7 series,positive,0.9966666102409363,1
OHGnsJYi4tQ,@rizkyfadillah-ic6ev,"Ngomongin Kamera Ya itu selera sih, Tapi Spesifikasinya Udah Banyak Upgrade dari Sebelumnya ❤",28,2026-01-22T09:31:06Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,14,long(14-30),ngomongin kamera ya itu selera sih tapi spesifikasinya sudah banyak upgrade dari sebelumnya,negative,0.6666048169136047,-1
OHGnsJYi4tQ,@ApexF1RacingID,Masih megang Redmi Note 12 Pro 5G & Redmi Note 8 Pro!,39,2026-01-22T09:36:27Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,12,medium(6-13),masih megang redmi note 12 pro 5g redmi note 8 pro,neutral,0.9987056255340576,0
OHGnsJYi4tQ,@Blue-Inyo,Buat puasa kumpulin banyak banyak buat keinginan😊,12,2026-01-22T09:33:39Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,7,medium(6-13),buat puasa kumpulin banyak banyak buat keinginan,neutral,0.5934039950370789,0
OHGnsJYi4tQ,@AndiKholid-t3b,Bang review iqoo z11 turbo plisss,0,2026-01-24T06:57:41Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,6,medium(6-13),bang review iqoo z11 turbo pliss,neutral,0.9980377554893494,0
OHGnsJYi4tQ,@maucariapadotcom,14:39 tipikal sensor kamera Omnivision,24,2026-01-23T03:54:25Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,5,short(3-5),14 39 tipikal sensor kamera omnivision,neutral,0.998860239982605,0
OHGnsJYi4tQ,@AfianChannel,"8:30 bang sudah bang,, ngeri .. ampuunnn..",86,2026-01-22T09:52:37Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,7,medium(6-13),8 30 bang sudah bang ngeri ampuunn,negative,0.9984514713287354,-1
OHGnsJYi4tQ,@Angel_595,7:50 jgn sampe mas jerry tahu tentang ini 😂,11,2026-01-22T11:59:31Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,9,medium(6-13),7 50 jangan sampe mas jerry tahu tentang ini,negative,0.9984630346298218,-1
OHGnsJYi4tQ,@aminnajib7650,bang coba kalo lagi test perekeman kamera hp di zoom in & out terimakasih,0,2026-01-26T04:33:06Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,14,long(14-30),bang coba kalau lagi test perekeman kamera ponsel di zoom in out terimakasih,neutral,0.9860478639602661,0
OHGnsJYi4tQ,@Noval-ilyas,Tp kok kurang suka desain kameranya ya😅,20,2026-01-22T19:28:54Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,7,medium(6-13),tapi kok kurang suka desain kameranya ya,negative,0.9991710186004639,-1
OHGnsJYi4tQ,@FredyAudioPemalang,8:00 coba tes masukin kantong belakang & di dudukin 😁,28,2026-01-22T11:52:49Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,10,medium(6-13),8 00 coba tes masukin kantong belakang di dudukin,neutral,0.9973516464233398,0
OHGnsJYi4tQ,@AldiGumilar-wd9qh,Infinix edge 5G ngga di riview bang,28,2026-01-22T19:19:36Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,7,medium(6-13),infinix edge 5g ngga di riview bang,negative,0.8697089552879333,-1
OHGnsJYi4tQ,@09_febrianto94,"buat review laptop di bawah 20jt dong buat kuliah teknik sipil 

butuh rekomendasi",0,2026-01-24T07:41:18Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,13,medium(6-13),buat review laptop di bawah 20jt dong buat kuliah teknik sipil butuh rekomendasi,positive,0.95,1
OHGnsJYi4tQ,@fairuszaky9309,bang Infinix edge dong bang penasaran,17,2026-01-22T21:15:17Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,6,medium(6-13),bang infinix edge dong bang penasaran,positive,0.9291790723800659,1
OHGnsJYi4tQ,@MasH1933,"tingkat ingin beli 90%
pas liat desain nya, jadi berubah 5% minat untuk beli",381,2026-01-22T17:07:07Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,14,long(14-30),tingkat ingin beli 90 pas liat desain nya jadi berubah 5 minat untuk beli,negative,0.8698269724845886,-1
OHGnsJYi4tQ,@Peduliapagweh,"redmi note 15 series depan : 🥰. belakang : 😴

kebalikan sama samsnug desainnya",41,2026-01-22T11:19:02Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,14,long(14-30),redmi note 15 series depan belakang kebalikan sama samsnug desainnya,neutral,0.9956417083740234,0
OHGnsJYi4tQ,@JumanZj,"Saya sih suka layar yang gede, karena enak banget buat main game atau nonton video 😂",24,2026-01-22T09:41:45Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,16,long(14-30),saya sih suka layar yang gede karena enak sangat buat main game atau nonton video,positive,0.9988934397697449,1
OHGnsJYi4tQ,@Andrimaxll,Ilfil liat posisi kamera belakang sorryy🙏,314,2026-01-22T15:16:29Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,6,medium(6-13),tidak suka liat posisi kamera belakang sorryy,negative,0.9989342093467712,-1
OHGnsJYi4tQ,@kurakurakurap,"Alhamdulillah udah duluan beli poco x7 pro, ngikutin prediksi bang davit dan om jagat",22,2026-01-23T01:30:07Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,14,long(14-30),alhamdulillah sudah duluan beli poco x7 pro ngikutin prediksi bang davit dan om jagat,positive,0.9801831245422363,1
OHGnsJYi4tQ,@009-u6d,coba OPPO Reno 15 F bang,2,2026-01-24T08:58:03Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,6,medium(6-13),coba oppo reno 15 f bang,neutral,0.9736687541007996,0
OHGnsJYi4tQ,@bakabouken,6:10 ahh film ini lagi🥲,29,2026-01-22T09:37:39Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,5,short(3-5),6 10 ahh film ini lagi,negative,0.9887551069259644,-1
OHGnsJYi4tQ,@biannaruu,Selalu gagal redmi note series terbaru soal peletakan tata kamera belakang 😢😢,13,2026-01-22T09:27:03Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,12,medium(6-13),selalu gagal redmi note series terbaru soal peletakan tata kamera belakang,neutral,0.798983633518219,0
OHGnsJYi4tQ,@felixjiophansiar,"Masih nonton pake redmi note 9 pro, semoga tahun depan kebeli yg baru",25,2026-01-24T03:27:33Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,13,medium(6-13),masih nonton pake redmi note 9 pro semoga tahun depan kebeli yang baru,neutral,0.9619588255882263,0
OHGnsJYi4tQ,@masbro5196,oppo reno 15 pro nya kapan bg dapit,0,2026-01-23T23:24:34Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,8,medium(6-13),oppo reno 15 pro nya kapan bg dapit,neutral,0.9264225363731384,0
OHGnsJYi4tQ,@uchihasasuke2961,Bukan cuma masalah krisis ram tapi masalah stabilitas politik dunia apalagi Amerika lagi panas2 nya sama negara lain,48,2026-01-22T09:32:34Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,18,long(14-30),bukan cuma masalah krisis ram tapi masalah stabilitas politik dunia apalagi amerika lagi panas2 nya sama negara lain,negative,0.9971656203269958,-1
OHGnsJYi4tQ,@bosbis10,Semoga yang mau beli segera ke beli🤲🏻,20,2026-01-22T09:18:55Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,7,medium(6-13),semoga yang mau beli segera ke beli,neutral,0.9623873829841614,0
OHGnsJYi4tQ,@muhammadrizki7325,Menurut pribadi kalau design masih renot 13 pro+ sih ayok Xiaomi series ke depan pake design itu lagi😋😁👍🏻,29,2026-01-22T09:42:37Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,18,long(14-30),menurut pribadi kalau design masih renot 13 pro sih ayok xiaomi series ke depan pake design itu lagi,negative,0.96401047706604,-1
OHGnsJYi4tQ,@monox_xcool,Masih Setia pakai Renot 14 4G ! 🤗🥰🥳,2,2026-01-24T03:35:11Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,8,medium(6-13),masih setia pakai renot 14 4g,positive,0.9737114906311035,1
OHGnsJYi4tQ,@tenten7503,infinix gt 30 pro. punten,9,2026-01-22T12:47:50Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,5,short(3-5),infinix gt 30 pro punten,neutral,0.9964408278465271,0
OHGnsJYi4tQ,@gdschanel2059,Bentuk kameranya menurut sy agak kurang menarik untuk di lihat🙏,26,2026-01-22T12:04:10Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,10,medium(6-13),bentuk kameranya menurut sy agak kurang menarik untuk di lihat,negative,0.9321456551551819,-1
OHGnsJYi4tQ,@mingproject9281,masih pake hp redmi 9 bismilah bisa update ke mi 15,4,2026-01-25T11:05:48Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,11,medium(6-13),masih pake ponsel redmi 9 bismilah bisa update ke mi 15,neutral,0.9989180564880371,0
OHGnsJYi4tQ,@abisemarang5244,Mas redmi 15t pro 5g mending mana mas sama poco f7 5g sama iPhone 15 bassic,0,2026-01-27T12:54:13Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,16,long(14-30),mas redmi 15t pro 5g mending mana mas sama poco f7 5g sama iphone 15 bassic,neutral,0.9827433824539185,0
OHGnsJYi4tQ,@NontonLive76,"8:04 hp saya bang jatuh ke aspal dan kelindes mobil😢, syukur masih hidup ''cuma TG yang hancur''😅",12,2026-01-22T09:42:24Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,17,long(14-30),8 04 ponsel saya bang jatuh ke aspal dan kelindes mobil syukur masih hidup cuma tg yang hancur,negative,0.9528391361236572,-1
OHGnsJYi4tQ,@imanfirmansyah8221,Masih pake poco x3 nfc,12,2026-01-23T06:55:19Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,5,short(3-5),masih pake poco x3 nfc,neutral,0.995479941368103,0
OHGnsJYi4tQ,@JANG_ZR,Gua masih pake redmi 14c 😁,8,2026-01-22T09:31:09Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,6,medium(6-13),saya masih pake redmi 14c,neutral,0.9968089461326599,0
OHGnsJYi4tQ,@atomyjuliandra3909,"Bang, xiaomi offline communication nya bisa fungsi kah ?",0,2026-02-05T07:50:41Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,9,medium(6-13),bang xiaomi offline communication nya bisa fungsi kah,neutral,0.9865200519561768,0
OHGnsJYi4tQ,@agxntz,BANGGGG INFINIX NOTE EDGE,98,2026-01-22T10:57:18Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,4,short(3-5),bangg infinix note edge,neutral,0.9824842810630798,0
OHGnsJYi4tQ,@Nizraf,Gweh yang masih pake redmi note 9,10,2026-01-22T12:10:42Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,7,medium(6-13),gweh yang masih pake redmi note 9,neutral,0.7704778909683228,0
OHGnsJYi4tQ,@emmyyoung9321,"Redmi hp paling kuat baterainya dan tahan lama, serta kualitasnya sangat baik..bayangkan saya punya hp remdi9A masih bagus normal semua, baterai sampai saat ini kuat bisa sampai satu setengah hari...",36,2026-01-22T09:38:23Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,30,long(14-30),redmi ponsel paling kuat baterainya dan tahan lama serta kualitasnya sangat baik bayangkan saya punya ponsel remdi9a masih bagus normal semua baterai sampai saat ini kuat bisa sampai satu setengah hari,positive,0.9982189536094666,1
OHGnsJYi4tQ,@syahruddin4445,Mediatek kenapa yah kalau vidio dan poto tuh kaya agak di tinggiin gtu ketajamannya gk semulus kaya snapdargon lebih kaya natural gtu ketajamannya pas,0,2026-01-24T03:38:06Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,24,long(14-30),mediatek kenapa yah kalau vidio dan poto tuh kaya agak di tinggiin gtu ketajamannya tidak semulus kaya snapdargon lebih kaya natural gtu ketajamannya pas,negative,0.7628387808799744,-1
OHGnsJYi4tQ,@anggata6454,kamera kompor itu lagi :(,82,2026-01-22T09:30:45Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,5,short(3-5),kamera kompor itu lagi,negative,0.994083821773529,-1
OHGnsJYi4tQ,@hiraimomos9009,"Buset, baru beli yang note 14 tahun kemaren, sekarang muncul note 15😂😂😂",6,2026-01-23T03:14:14Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,12,medium(6-13),terkejut baru beli yang note 14 tahun kemaren sekarang muncul note 15,negative,0.9985309839248657,-1
OHGnsJYi4tQ,@torikin3123,"Alhamdulillah beli Poco X7 pro tahun lalu serasa beruntung banget karena dengan harga 4,7 dapat ram 12/512😅",9,2026-01-24T07:14:13Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,17,long(14-30),alhamdulillah beli poco x7 pro tahun lalu serasa beruntung sangat karena dengan harga 4 7 dapat ram 12 512,positive,0.998075008392334,1
OHGnsJYi4tQ,@NSyolehahhh,Masih setia dengan 10 pro 4g .. Berkat rekomendasi channel ini. 😁,1,2026-01-30T14:57:32Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,12,medium(6-13),masih setia dengan 10 pro 4g berkat rekomendasi channel ini,positive,0.9942229390144348,1
OHGnsJYi4tQ,@cevinsamudra1353,Masih pakai redmi note 7,12,2026-01-22T09:22:35Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,5,short(3-5),masih pakai redmi note 7,neutral,0.9384389519691467,0
OHGnsJYi4tQ,@ramfir9109,nonton pake redmi note 9 pro,16,2026-01-22T09:18:10Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,6,medium(6-13),nonton pake redmi note 9 pro,neutral,0.9839784502983093,0
OHGnsJYi4tQ,@MuhamadFahrudin14,Desain kamera belakang engga dulu deh seperti bodrex. Skip aja,17,2026-01-22T20:18:59Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,10,medium(6-13),desain kamera belakang engga dulu deh seperti bodrex jangan beli aja,negative,0.9809677004814148,-1
OHGnsJYi4tQ,@timidcatz,ini varian pro sama tenco camon 40 pro 5g mending mana,0,2026-01-24T04:42:03Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,11,medium(6-13),ini varian pro sama tenco camon 40 pro 5g mending mana,negative,0.6569395065307617,-1
OHGnsJYi4tQ,@alfatih4105,"Komen pakai redmi note 11 pro 5G beli sejak Desember 2022 di harga 4,1 JT seinget saya dan ya memang 1 atau 2 tahun lagi harus segera ganti hp y karena sudah seperti masuk ke akhir hayat nya ini hp😅.",4,2026-01-25T14:18:42Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,40,very_long(31+),komen pakai redmi note 11 pro 5g beli sejak desember 2022 di harga 4 1 jt seinget saya dan ya memang 1 atau 2 tahun lagi harus segera ganti ponsel y karena sudah seperti masuk ke akhir hayat nya ini ponsel,negative,0.6956316232681274,-1
OHGnsJYi4tQ,@bangkhan5554,Sumpah desain kameranya gak banget sih 😂,195,2026-01-22T09:29:33Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,7,medium(6-13),sumpah desain kameranya tidak sangat sih,negative,0.9994320273399353,-1
OHGnsJYi4tQ,@ujehermawan127,"Masih setia pakai redmi note 5 ❤
Semoga tahun depan kalian bisa beli hp baru redmi 🤲🏻",14,2026-01-22T13:56:56Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,17,long(14-30),masih setia pakai redmi note 5 semoga tahun depan kalian bisa beli ponsel baru redmi,positive,0.6639053821563721,1
OHGnsJYi4tQ,@Aidin123,Bang cobain laptop infinix,0,2026-01-29T14:16:33Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,4,short(3-5),bang cobain laptop infinix,positive,0.628398597240448,1
OHGnsJYi4tQ,@sf_667,"tadinya mau ambil ini look depan bagus asli, tapi belakang norak banget😂",13,2026-01-23T22:27:07Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,12,medium(6-13),tadinya mau ambil ini look depan bagus asli tapi belakang norak sangat,negative,0.9974313378334045,-1
OHGnsJYi4tQ,@Fredie_7440,Masih pake redmi note 11 pro 5g. Harga launching 4.299.000 😊,5,2026-01-25T13:52:34Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,11,medium(6-13),masih pake redmi note 11 pro 5g harga launching 4 299 00,neutral,0.9985480904579163,0
OHGnsJYi4tQ,@MuhammadSopian-y1k,Jelek banget bentuk camera belakang😢😅 2:59,12,2026-01-22T20:09:22Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,6,medium(6-13),jelek sangat bentuk camera belakang 2 59,negative,0.9990921020507812,-1
OHGnsJYi4tQ,@rendrawahyudi3014,BANG RIVEW INFINIX EDGE 5G,0,2026-01-24T08:31:16Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,5,short(3-5),bang rivew infinix edge 5g,neutral,0.9133188724517822,0
OHGnsJYi4tQ,@virzhawidianmaulana7087,Coba spil Infinix note edge bang,10,2026-01-22T10:40:21Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,6,medium(6-13),coba spil infinix note edge bang,neutral,0.5318874716758728,0
OHGnsJYi4tQ,@Dhendy072,Yang masih punya RN 7☝🏻,21,2026-01-22T09:18:10Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,5,short(3-5),yang masih punya rn 7,neutral,0.9933450222015381,0
OHGnsJYi4tQ,@atims2832,masih PK redmi note 10 pro.. udah 5 THN  masih aman,7,2026-01-22T22:15:04Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,11,medium(6-13),masih pk redmi note 10 pro sudah 5 thn masih aman,neutral,0.6713011264801025,0
OHGnsJYi4tQ,@FahReza05,Punyaku kok videonya nggak bisa 4k 60fps ya😢,0,2026-02-05T02:41:42Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,8,medium(6-13),punyaku kok videonya tidak bisa 4k 60fps ya,negative,0.9980960488319397,-1
OHGnsJYi4tQ,@candradika4563,"generasi ke 10 lanjutan dari Redmi Note 5 Pro yang masi saya pake sampai hari ini dan  mau masuk tahun ke 8 pemakaian,,Hufft semoga tahun ini bisa ganti Hp.",6,2026-01-22T11:19:30Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,29,long(14-30),generasi ke 10 lanjutan dari redmi note 5 pro yang masi saya pake sampai hari ini dan mau masuk tahun ke 8 pemakaian hufft semoga tahun ini bisa ganti ponsel,neutral,0.43247362971305847,0
OHGnsJYi4tQ,@ganangar9593,Ga bhas infinix note edge bang?,4,2026-01-22T12:31:29Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,6,medium(6-13),tidak bhas infinix note edge bang,negative,0.9582570195198059,-1
OHGnsJYi4tQ,@roniwijaya9199,Baru beli redmi note 14 4g tiga hari lalu 🎉,9,2026-01-22T13:17:09Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,10,medium(6-13),baru beli redmi note 14 4g tiga hari lalu,neutral,0.9974883794784546,0
OHGnsJYi4tQ,@abd_rofiqin,opo reno 15 pro max max spill donk,0,2026-01-27T04:04:14Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,8,medium(6-13),opo reno 15 pro max max spill donk,positive,0.7402543425559998,1
OHGnsJYi4tQ,@nokotann06,11:38 For rill?? Dmnsty 7400 main genshin lowest cuma dapet kisaran 35 fps??,5,2026-01-22T12:27:51Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,13,medium(6-13),11 38 for rill dmnsty 7400 main genshin lowest cuma dapet kisaran 35 fps,neutral,0.9957730174064636,0
OHGnsJYi4tQ,@MuhammadFadil-c1p,"Gue masi setia sm redmi not 8 n redmi 9c hehe

Aslii not 8 masi gacor ya walaupun agak mentok penyimpanan nya tp aslii masi enak parah 

Ya mudah mudahan nanti kalo ada rezeki pengen ganti ke not 14/ not 15 aamiin",7,2026-01-22T09:30:20Z,GadgeTin,Saya suka sama harga Redmi Note 15 Pro 5G!,42,very_long(31+),saya masi setia sm redmi not 8 n redmi 9c hehe aslii not 8 masi mudah menang ya walaupun agak mentok penyimpanan nya tapi aslii masi enak sangat ya mudah mudahan nanti kalau ada rezeki pengen ganti ke not 14 not 15 aamiin,positive,0.9982617497444153,1
